Time(s) Force[Z](Spherical:9)(N) Force[Y](Spherical:9)(N) Force[X](Spherical:9)(N) Force(Spherical:9)(N) Moment[Z](Spherical:9)(N.mm) Moment[Y](Spherical:9)(N.mm) Moment[X](Spherical:9)(N.mm) Moment(Spherical:9)(N.mm) 
0.00000 -0.30902 836.73600 0.00527 836.73600 -0.00000 -0.00000 -0.00005 0.00005 
0.00100 -0.31530 850.00000 0.00537 850.00000 0.00000 0.00000 -0.00000 0.00000 
0.00200 -0.32158 863.26700 0.00547 863.26700 0.00000 0.00000 -0.00000 0.00000 
0.00300 -0.32786 876.54100 0.00557 876.54100 0.00000 0.00000 -0.00000 0.00000 
0.00400 -0.33414 889.83400 0.00567 889.83400 0.00000 0.00000 -0.00000 0.00000 
0.00500 -0.34042 903.03200 0.00577 903.03200 0.00000 0.00000 -0.00000 0.00000 
0.00600 -0.34669 916.27800 0.00587 916.27800 0.00000 0.00000 -0.00000 0.00000 
0.00700 -0.35297 929.59500 0.00597 929.59500 0.00000 0.00000 -0.00000 0.00000 
0.00800 -0.35925 943.01000 0.00607 943.01000 0.00000 0.00000 -0.00000 0.00000 
0.00900 -0.36552 956.05500 0.00617 956.05500 0.00000 0.00000 -0.00000 0.00000 
0.01000 -0.37179 969.24400 0.00627 969.24400 0.00000 0.00000 -0.00000 0.00000 
0.01100 -0.37806 982.63100 0.00637 982.63100 0.00000 0.00000 -0.00000 0.00000 
0.01200 -0.38433 996.25800 0.00647 996.25800 0.00000 0.00000 -0.00000 0.00000 
0.01300 -0.39059 1009.07000 0.00657 1009.07000 0.00000 0.00000 -0.00000 0.00000 
0.01400 -0.39684 1022.15000 0.00667 1022.15000 0.00000 0.00000 -0.00000 0.00000 
0.01500 -0.40309 1035.63000 0.00677 1035.63000 0.00000 0.00000 -0.00000 0.00000 
0.01600 -0.40933 1049.55000 0.00687 1049.55000 0.00000 0.00000 -0.00000 0.00000 
0.01700 -0.41556 1062.07000 0.00697 1062.07000 0.00000 0.00000 -0.00000 0.00000 
0.01800 -0.42179 1075.03000 0.00707 1075.03000 0.00000 0.00000 -0.00000 0.00000 
0.01900 -0.42800 1088.62000 0.00717 1088.62000 0.00000 0.00000 -0.00000 0.00000 
0.02000 -0.43421 1102.93000 0.00727 1102.93000 0.00000 0.00000 -0.00000 0.00000 
0.02100 -0.44038 1115.04000 0.00737 1115.04000 0.00000 0.00000 -0.00000 0.00000 
0.02200 -0.44653 1127.76000 0.00747 1127.76000 0.00000 0.00000 -0.00000 0.00000 
0.02300 -0.45267 1141.42000 0.00757 1141.42000 0.00000 0.00000 -0.00000 0.00000 
0.02400 -0.45880 1156.12000 0.00767 1156.12000 0.00000 0.00000 -0.00000 0.00000 
0.02500 -0.46497 1168.01000 0.00777 1168.01000 0.00000 0.00000 -0.00000 0.00000 
0.02600 -0.47112 1180.70000 0.00787 1180.70000 0.00000 0.00000 -0.00000 0.00000 
0.02700 -0.47725 1194.71000 0.00796 1194.71000 0.00000 0.00000 -0.00000 0.00000 
0.02800 -0.48337 1210.13000 0.00806 1210.13000 0.00000 0.00000 -0.00000 0.00000 
0.02900 -0.48920 1220.91000 0.00816 1220.91000 0.00000 0.00000 -0.00000 0.00000 
0.03000 -0.49497 1232.51000 0.00825 1232.51000 0.00000 0.00000 -0.00000 0.00000 
0.03100 -0.50072 1245.80000 0.00834 1245.80000 0.00000 0.00000 -0.00000 0.00000 
0.03200 -0.50645 1260.91000 0.00844 1260.91000 0.00000 0.00000 -0.00000 0.00000 
0.03300 -0.50672 1260.95000 0.00844 1260.95000 0.00000 0.00000 -0.00000 0.00000 
0.03400 -0.50618 1259.66000 0.00843 1259.66000 0.00000 0.00000 -0.00000 0.00000 
0.03500 -0.50562 1259.49000 0.00843 1259.49000 0.00000 0.00000 -0.00000 0.00000 
0.03600 -0.50504 1260.40000 0.00842 1260.40000 0.00000 0.00000 -0.00000 0.00000 
0.03700 -0.50464 1259.19000 0.00841 1259.19000 0.00000 0.00000 -0.00000 0.00000 
0.03800 -0.50424 1258.55000 0.00841 1258.55000 0.00000 0.00000 -0.00000 0.00001 
0.03900 -0.50383 1259.01000 0.00840 1259.01000 0.00000 0.00000 -0.00000 0.00000 
0.04000 -0.50341 1260.56000 0.00840 1260.56000 0.00000 0.00000 -0.00000 0.00000 
0.04100 -0.50290 1259.40000 0.00839 1259.40000 0.00000 0.00000 -0.00000 0.00000 
0.04200 -0.50237 1258.57000 0.00839 1258.57000 0.00000 0.00000 -0.00000 0.00000 
0.04300 -0.50182 1258.79000 0.00838 1258.79000 0.00000 0.00000 -0.00000 0.00000 
0.04400 -0.50125 1260.05000 0.00837 1260.05000 0.00000 0.00000 -0.00000 0.00000 
0.04500 -0.50067 1258.98000 0.00837 1258.98000 0.00000 0.00000 -0.00000 0.00000 
0.04600 -0.50007 1258.21000 0.00836 1258.21000 0.00000 0.00000 -0.00000 0.00000 
0.04700 -0.49946 1258.44000 0.00835 1258.45000 0.00000 0.00000 -0.00000 0.00000 
0.04800 -0.49883 1259.67000 0.00834 1259.67000 0.00000 0.00000 -0.00000 0.00000 
0.04900 -0.49817 1258.69000 0.00834 1258.69000 0.00000 0.00000 -0.00000 0.00000 
0.05000 -0.49749 1257.92000 0.00833 1257.92000 0.00000 0.00000 -0.00000 0.00000 
0.05100 -0.49679 1258.09000 0.00832 1258.09000 0.00000 0.00000 -0.00000 0.00000 
0.05200 -0.49608 1259.19000 0.00831 1259.19000 0.00000 0.00000 -0.00000 0.00000 
0.05300 -0.49534 1258.31000 0.00830 1258.31000 0.00000 0.00000 -0.00000 0.00000 
0.05400 -0.49459 1257.56000 0.00829 1257.56000 0.00000 0.00000 -0.00000 0.00000 
0.05500 -0.49382 1257.69000 0.00828 1257.69000 0.00000 0.00000 -0.00000 0.00000 
0.05600 -0.49303 1258.69000 0.00827 1258.69000 0.00000 0.00000 -0.00000 0.00000 
0.05700 -0.49222 1257.89000 0.00826 1257.89000 0.00000 0.00000 -0.00000 0.00000 
0.05800 -0.49139 1257.17000 0.00825 1257.17000 0.00000 0.00000 -0.00000 0.00000 
0.05900 -0.49054 1257.25000 0.00824 1257.25000 0.00000 0.00000 -0.00000 0.00000 
0.06000 -0.48968 1258.14000 0.00823 1258.14000 0.00000 0.00000 -0.00000 0.00000 
0.06100 -0.48879 1257.43000 0.00822 1257.43000 0.00000 0.00000 -0.00000 0.00000 
0.06200 -0.48788 1256.74000 0.00821 1256.74000 0.00000 0.00000 -0.00000 0.00000 
0.06300 -0.48696 1256.79000 0.00820 1256.79000 0.00000 0.00000 -0.00000 0.00000 
0.06400 -0.48602 1257.55000 0.00819 1257.55000 0.00000 0.00000 -0.00000 0.00000 
0.06500 -0.48506 1256.94000 0.00817 1256.94000 0.00000 0.00000 -0.00000 0.00000 
0.06600 -0.48408 1256.28000 0.00816 1256.28000 0.00000 0.00000 -0.00000 0.00000 
0.06700 -0.48309 1256.29000 0.00815 1256.29000 0.00000 0.00000 -0.00000 0.00000 
0.06800 -0.48208 1256.92000 0.00814 1256.92000 0.00000 0.00000 -0.00000 0.00000 
0.06900 -0.48105 1256.40000 0.00812 1256.40000 0.00000 0.00000 -0.00000 0.00000 
0.07000 -0.47999 1255.79000 0.00811 1255.79000 0.00000 0.00000 -0.00000 0.00000 
0.07100 -0.47893 1255.75000 0.00810 1255.75000 0.00000 0.00000 -0.00000 0.00000 
0.07200 -0.47784 1256.26000 0.00809 1256.26000 0.00000 0.00000 -0.00000 0.00000 
0.07300 -0.47674 1255.82000 0.00807 1255.82000 0.00000 0.00000 -0.00000 0.00000 
0.07400 -0.47562 1255.27000 0.00806 1255.27000 0.00000 0.00000 -0.00000 0.00000 
0.07500 -0.47448 1255.19000 0.00804 1255.19000 0.00000 0.00000 -0.00000 0.00000 
0.07600 -0.47333 1255.57000 0.00803 1255.57000 0.00000 0.00000 -0.00000 0.00000 
0.07700 -0.47215 1255.20000 0.00802 1255.20000 0.00000 0.00000 -0.00000 0.00000 
0.07800 -0.47096 1254.71000 0.00800 1254.71000 0.00000 0.00000 -0.00000 0.00000 
0.07900 -0.46975 1254.60000 0.00799 1254.60000 0.00000 0.00000 -0.00000 0.00000 
0.08000 -0.46853 1254.85000 0.00797 1254.85000 0.00000 0.00000 -0.00000 0.00000 
0.08100 -0.46729 1254.55000 0.00796 1254.55000 0.00000 0.00000 -0.00000 0.00000 
0.08200 -0.46603 1254.13000 0.00794 1254.13000 0.00000 0.00000 -0.00000 0.00000 
0.08300 -0.46475 1253.99000 0.00792 1253.99000 0.00000 0.00000 -0.00000 0.00000 
0.08400 -0.46346 1254.10000 0.00791 1254.10000 -0.00000 0.00000 -0.00000 0.00000 
0.08500 -0.46215 1253.86000 0.00789 1253.86000 -0.00000 0.00000 -0.00000 0.00000 
0.08600 -0.46082 1253.52000 0.00788 1253.52000 -0.00000 0.00000 -0.00000 0.00000 
0.08700 -0.45948 1253.35000 0.00786 1253.35000 -0.00000 0.00000 -0.00000 0.00000 
0.08800 -0.45812 1253.32000 0.00784 1253.32000 -0.00000 0.00000 -0.00000 0.00000 
0.08900 -0.45674 1253.14000 0.00783 1253.14000 0.00000 0.00000 0.00000 0.00001 
0.09000 -0.45535 1252.88000 0.00781 1252.88000 -0.00000 0.00000 -0.00000 0.00000 
0.09100 -0.45394 1252.69000 0.00779 1252.69000 -0.00000 0.00000 -0.00000 0.00000 
0.09200 -0.45252 1252.52000 0.00777 1252.52000 -0.00000 0.00000 -0.00000 0.00000 
0.09300 -0.45107 1252.38000 0.00776 1252.38000 -0.00000 0.00000 -0.00000 0.00000 
0.09400 -0.44961 1252.22000 0.00774 1252.22000 -0.00000 0.00000 -0.00000 0.00000 
0.09500 -0.44814 1252.01000 0.00772 1252.01000 -0.00000 0.00000 -0.00000 0.00000 
0.09600 -0.44665 1251.70000 0.00770 1251.70000 -0.00000 0.00000 -0.00000 0.00000 
0.09700 -0.44514 1251.59000 0.00768 1251.59000 -0.00000 0.00000 -0.00000 0.00000 
0.09800 -0.44362 1251.54000 0.00766 1251.54000 -0.00000 0.00000 -0.00000 0.00000 
0.09900 -0.44208 1251.30000 0.00765 1251.30000 -0.00000 0.00000 -0.00000 0.00000 
0.10000 -0.44053 1250.85000 0.00763 1250.85000 -0.00000 0.00000 -0.00000 0.00000 
0.10100 -0.43896 1250.78000 0.00761 1250.78000 -0.00000 0.00000 -0.00000 0.00000 
0.10200 -0.43737 1250.83000 0.00759 1250.83000 -0.00000 0.00000 0.00000 0.00000 
0.10300 -0.43577 1250.58000 0.00757 1250.58000 -0.00000 0.00000 -0.00000 0.00000 
0.10400 -0.43415 1249.99000 0.00755 1249.99000 -0.00000 0.00000 -0.00000 0.00000 
0.10500 -0.43251 1249.93000 0.00753 1249.93000 -0.00000 0.00000 -0.00000 0.00000 
0.10600 -0.43087 1250.11000 0.00751 1250.11000 -0.00000 0.00000 -0.00000 0.00000 
0.10700 -0.42920 1249.85000 0.00749 1249.85000 -0.00000 0.00000 -0.00000 0.00000 
0.10800 -0.42752 1249.11000 0.00747 1249.11000 -0.00000 0.00000 -0.00000 0.00000 
0.10900 -0.42582 1249.06000 0.00745 1249.06000 -0.00000 0.00000 -0.00000 0.00000 
0.11000 -0.42411 1249.36000 0.00742 1249.36000 -0.00000 0.00000 -0.00000 0.00000 
0.11100 -0.42238 1249.09000 0.00740 1249.09000 -0.00000 0.00000 -0.00000 0.00000 
0.11200 -0.42063 1248.21000 0.00738 1248.21000 -0.00000 0.00000 -0.00000 0.00000 
0.11300 -0.41887 1248.14000 0.00736 1248.14000 -0.00000 0.00000 -0.00000 0.00000 
0.11400 -0.41712 1248.61000 0.00734 1248.61000 -0.00000 0.00000 -0.00000 0.00000 
0.11500 -0.41534 1248.36000 0.00732 1248.36000 -0.00000 0.00000 -0.00000 0.00000 
0.11600 -0.41355 1247.37000 0.00730 1247.37000 -0.00000 0.00000 -0.00000 0.00000 
0.11700 -0.41170 1247.28000 0.00727 1247.28000 -0.00000 0.00000 -0.00000 0.00000 
0.11800 -0.40981 1247.78000 0.00725 1247.78000 -0.00000 0.00000 -0.00000 0.00000 
0.11900 -0.40790 1247.39000 0.00723 1247.39000 -0.00000 0.00000 -0.00000 0.00000 
0.12000 -0.40597 1246.05000 0.00720 1246.05000 -0.00000 0.00000 -0.00000 0.00000 
0.12100 -0.40417 1246.03000 0.00718 1246.03000 -0.00000 0.00000 -0.00000 0.00000 
0.12200 -0.40248 1247.27000 0.00716 1247.27000 -0.00000 0.00000 -0.00000 0.00000 
0.12300 -0.40078 1247.64000 0.00714 1247.64000 -0.00000 0.00000 -0.00000 0.00000 
0.12400 -0.39905 1247.09000 0.00712 1247.09000 -0.00000 0.00000 -0.00000 0.00000 
0.12500 -0.39678 1246.35000 0.00709 1246.35000 -0.00000 0.00000 -0.00000 0.00000 
0.12600 -0.39399 1244.85000 0.00705 1244.85000 -0.00000 0.00000 -0.00000 0.00000 
0.12700 -0.39120 1241.63000 0.00701 1241.63000 -0.00000 0.00000 -0.00000 0.00000 
0.12800 -0.38840 1236.65000 0.00698 1236.65000 -0.00000 0.00000 -0.00000 0.00000 
0.12900 -0.38339 1230.28000 0.00690 1230.28000 -0.00000 0.00000 -0.00000 0.00000 
0.13000 -0.37613 1220.29000 0.00679 1220.29000 -0.00000 0.00000 -0.00000 0.00000 
0.13100 -0.36893 1205.45000 0.00667 1205.45000 -0.00000 0.00000 -0.00000 0.00000 
0.13200 -0.36181 1185.75000 0.00656 1185.75000 -0.00000 0.00000 -0.00000 0.00000 
0.13300 -0.35504 1171.06000 0.00645 1171.06000 -0.00000 0.00000 -0.00000 0.00000 
0.13400 -0.34865 1162.94000 0.00635 1162.94000 -0.00000 0.00000 -0.00000 0.00000 
0.13500 -0.34233 1150.41000 0.00625 1150.41000 -0.00000 0.00000 -0.00000 0.00000 
0.13600 -0.33607 1133.48000 0.00615 1133.48000 -0.00000 0.00000 -0.00000 0.00000 
0.13700 -0.32985 1119.86000 0.00605 1119.86000 -0.00000 0.00000 -0.00000 0.00000 
0.13800 -0.32365 1111.11000 0.00595 1111.11000 -0.00000 0.00000 -0.00000 0.00000 
0.13900 -0.31753 1098.01000 0.00585 1098.01000 -0.00000 0.00000 -0.00000 0.00000 
0.14000 -0.31149 1080.62000 0.00576 1080.62000 -0.00000 0.00000 -0.00000 0.00000 
0.14100 -0.30555 1066.46000 0.00566 1066.46000 -0.00000 0.00000 -0.00000 0.00000 
0.14200 -0.29975 1057.74000 0.00557 1057.74000 -0.00000 0.00000 -0.00000 0.00000 
0.14300 -0.29402 1044.95000 0.00547 1044.95000 -0.00000 0.00000 -0.00000 0.00000 
0.14400 -0.28837 1028.18000 0.00538 1028.18000 -0.00000 0.00000 -0.00000 0.00000 
0.14500 -0.28282 1014.03000 0.00529 1014.03000 -0.00000 0.00000 -0.00000 0.00000 
0.14600 -0.27737 1005.01000 0.00520 1005.01000 -0.00000 0.00000 -0.00000 0.00000 
0.14700 -0.27200 992.25300 0.00511 992.25293 -0.00000 0.00000 -0.00000 0.00000 
0.14800 -0.26671 975.85700 0.00502 975.85675 -0.00000 0.00000 -0.00000 0.00000 
0.14900 -0.26153 961.61500 0.00493 961.61500 -0.00000 0.00000 -0.00000 0.00000 
0.15000 -0.25645 952.27600 0.00485 952.27600 0.00000 0.00000 -0.00000 0.00000 
0.15100 -0.25146 939.61100 0.00476 939.61100 -0.00000 0.00000 -0.00000 0.00000 
0.15200 -0.24655 923.72229 0.00468 923.72229 -0.00000 -0.00000 -0.00000 0.00000 
0.15300 -0.24175 909.49646 0.00460 909.49646 -0.00000 -0.00000 -0.00000 0.00000 
0.15400 -0.23705 899.74700 0.00452 899.74707 -0.00000 -0.00000 -0.00000 0.00000 
0.15500 -0.23243 887.12600 0.00444 887.12600 -0.00000 -0.00000 -0.00000 0.00000 
0.15600 -0.22790 871.74700 0.00436 871.74700 -0.00000 -0.00000 -0.00000 0.00000 
0.15700 -0.22347 857.58606 0.00428 857.58606 -0.00000 -0.00000 -0.00000 0.00000 
0.15800 -0.21915 847.36969 0.00421 847.37000 -0.00000 -0.00000 -0.00000 0.00000 
