Time(s) Force[Z](Cylindrical:11)-ArfadaCaso3.iaa(N) Force[Y](Cylindrical:11)-ArfadaCaso3.iaa(N) Force[X](Cylindrical:11)-ArfadaCaso3.iaa(N) Force(Cylindrical:11)-ArfadaCaso3.iaa(N) Moment[Z](Cylindrical:11)-ArfadaCaso3.iaa(N.mm) Moment[Y](Cylindrical:11)-ArfadaCaso3.iaa(N.mm) Moment[X](Cylindrical:11)-ArfadaCaso3.iaa(N.mm) Moment(Cylindrical:11)-ArfadaCaso3.iaa(N.mm) 
0.10160 -3076.34000 1676.82000 -71.09950 3504.38000 44820.30000 9976.96000 -75336.50000 88226.90000 
0.10795 -3087.21000 1687.46000 -72.00260 3519.03000 49098.10000 11127.20000 -77486.40000 92404.40000 
0.11430 -3098.79000 1698.78000 -72.96900 3534.64000 53693.00000 12361.40000 -79824.00000 96992.80000 
0.12065 -3111.07000 1710.76000 -73.99690 3551.19000 58599.50000 13677.80000 -82352.30000 101995.00000 
0.12700 -3124.02000 1723.34000 -75.08448 3568.61000 63811.80000 15074.60000 -85074.50000 107410.00000 
0.13335 -3137.60000 1736.48000 -76.22990 3586.88000 69323.80000 16549.80000 -87993.60000 113237.00000 
0.13970 -3151.78000 1750.15000 -77.43130 3605.93000 75128.80000 18101.30000 -91112.60000 119472.00000 
0.14605 -3166.53000 1764.29000 -78.68690 3625.72000 81220.10000 19726.90000 -94434.50000 126110.00000 
0.15240 -3181.82000 1778.86000 -79.99472 3646.19000 87590.30000 21424.20000 -97961.80000 133145.00000 
0.15875 -3197.62000 1793.80000 -81.35289 3667.30000 94232.10000 23190.90000 -101697.00000 140570.00000 
0.16510 -3213.89000 1809.05000 -82.75990 3688.98000 101138.00000 25024.40000 -105642.00000 148376.00000 
0.17145 -3230.59000 1824.57000 -84.21290 3711.18000 108299.00000 26922.10000 -109800.00000 156555.00000 
0.17780 -3247.72000 1840.26000 -85.71320 3733.84000 115708.00000 28881.50000 -114169.00000 165097.00000 
0.18415 -3265.24000 1856.21000 -87.25150 3756.98000 123354.00000 30899.20000 -118760.00000 173997.00000 
0.19050 -3282.74000 1871.74000 -88.83920 3779.90000 131226.00000 32971.30000 -123533.00000 183215.00000 
0.19685 -3302.87000 1889.25000 -90.48250 3806.10000 139383.00000 35114.10000 -128653.00000 192905.00000 
0.20320 -3310.36000 1898.62000 -91.92820 3817.29000 147292.00000 37187.20000 -133426.00000 202189.00000 
0.20955 -3283.02000 1873.58000 -93.19070 3781.16000 154061.00000 38925.90000 -135889.00000 209083.00000 
0.21590 -3262.22000 1852.01000 -94.35220 3752.46000 160733.00000 40635.00000 -138623.00000 216108.00000 
0.22225 -3236.79000 1828.08000 -95.14100 3718.57000 166813.00000 42189.50000 -141179.00000 222571.00000 
0.22860 -3210.33000 1803.32000 -95.64843 3683.39000 172406.00000 43616.50000 -143641.00000 228602.00000 
0.23495 -3181.62000 1777.21000 -95.83130 3645.60000 177414.00000 44892.80000 -145938.00000 234070.00000 
0.24130 -3151.01000 1749.82000 -95.69854 3605.54000 181818.00000 46014.60000 -148046.00000 238941.00000 
0.24765 -3118.40000 1721.09000 -95.24630 3563.09000 185583.00000 46974.80000 -149931.00000 243161.00000 
0.25400 -3083.84000 1691.03000 -94.47879 3518.32000 188689.00000 47769.90000 -151565.00000 246693.00000 
0.26035 -3047.39000 1659.64000 -93.40180 3471.27000 191121.00000 48397.50000 -152921.00000 249509.00000 
0.26670 -3009.11000 1626.95000 -92.02370 3422.01000 192871.00000 48857.10000 -153977.00000 251586.00000 
0.27305 -2969.08000 1592.99000 -90.35660 3370.64000 193939.00000 49149.90000 -154710.00000 252909.00000 
0.27940 -2927.41000 1557.89000 -88.41190 3317.32000 194330.00000 49279.00000 -155111.00000 253480.00000 
0.28575 -2884.08000 1521.45000 -86.20840 3261.92000 194042.00000 49243.70000 -155138.00000 253269.00000 
0.29210 -2840.05000 1484.81000 -83.77220 3205.86000 193168.00000 49071.20000 -154892.00000 252416.00000 
0.29845 -2791.12000 1443.92000 -81.02300 3143.53000 191347.00000 48663.20000 -153932.00000 250353.00000 
0.30480 -2758.85000 1415.93000 -78.66240 3101.99000 190521.00000 48527.30000 -154086.00000 249791.00000 
0.31115 -2764.44000 1420.98000 -77.32160 3109.23000 192909.00000 49256.80000 -157674.00000 253970.00000 
0.31750 -2762.39000 1420.09000 -75.77470 3106.96000 194496.00000 49780.60000 -160499.00000 257035.00000 
0.32385 -2763.02000 1420.36000 -74.39910 3107.61000 196214.00000 50335.00000 -163342.00000 260219.00000 
0.33020 -2763.14000 1419.90000 -73.06260 3107.48000 197777.00000 50849.10000 -165987.00000 263160.00000 
0.33655 -2763.68000 1419.28000 -71.80480 3107.64000 199278.00000 51344.80000 -168500.00000 265970.00000 
0.34290 -2764.33000 1418.39000 -70.61055 3107.79000 200692.00000 51816.20000 -170866.00000 268622.00000 
0.34925 -2765.16000 1417.31000 -69.48190 3108.01000 202032.00000 52265.70000 -173093.00000 271127.00000 
0.35560 -2766.11000 1416.06000 -68.41581 3108.26000 203295.00000 52692.90000 -175184.00000 273487.00000 
0.36195 -2767.18000 1414.68000 -67.41110 3108.56000 204487.00000 53098.40000 -177143.00000 275706.00000 
0.36829 -2768.33000 1413.20000 -66.46624 3108.89000 205608.00000 53482.30000 -178972.00000 277788.00000 
0.37465 -2769.55000 1411.65000 -65.57990 3109.26000 206660.00000 53844.80000 -180677.00000 279735.00000 
0.38099 -2770.83000 1410.04000 -64.75080 3109.65000 207645.00000 54186.00000 -182259.00000 281551.00000 
0.38734 -2772.13000 1408.42000 -63.97805 3110.05000 208564.00000 54506.10000 -183723.00000 283239.00000 
0.39370 -2773.44000 1406.80000 -63.26050 3110.48000 209419.00000 54805.10000 -185073.00000 284801.00000 
0.40004 -2774.75000 1405.20000 -62.59750 3110.91000 210209.00000 55082.90000 -186311.00000 286241.00000 
0.40640 -2776.03000 1403.65000 -61.98800 3111.34000 210937.00000 55339.70000 -187441.00000 287560.00000 
0.41274 -2777.27000 1402.16000 -61.43160 3111.76000 211602.00000 55575.40000 -188465.00000 288761.00000 
0.41909 -2778.46000 1400.76000 -60.92770 3112.18000 212206.00000 55790.10000 -189387.00000 289847.00000 
0.42545 -2779.54000 1399.43000 -60.47480 3112.54000 212745.00000 55982.80000 -190206.00000 290814.00000 
0.43179 -2780.66000 1398.30000 -60.07740 3113.03000 213237.00000 56157.70000 -190941.00000 291689.00000 
0.43815 -2781.24000 1396.95000 -59.71450 3112.93000 213617.00000 56297.90000 -191532.00000 292381.00000 
0.44449 -2783.36000 1397.03000 -59.46750 3114.85000 214135.00000 56467.50000 -192209.00000 293235.00000 
0.45084 -2779.16000 1392.39000 -59.01730 3109.02000 213841.00000 56423.80000 -192125.00000 292956.00000 
0.45719 -2802.81000 1409.79000 -59.80130 3137.97000 216922.00000 57232.20000 -194974.00000 297230.00000 
0.46354 -2861.11000 1454.49000 -62.09490 3210.20000 224221.00000 59108.40000 -201512.00000 307207.00000 
0.46989 -2912.35000 1493.85000 -64.14630 3273.76000 230638.00000 60753.70000 -207233.00000 315960.00000 
0.47624 -2965.47000 1534.83000 -66.32530 3339.78000 237271.00000 62448.40000 -213110.00000 324982.00000 
0.48259 -3017.74000 1575.32000 -68.49990 3404.86000 243777.00000 64107.30000 -218857.00000 333819.00000 
0.48894 -3071.04000 1616.73000 -70.73900 3471.32000 250386.00000 65790.00000 -224683.00000 342788.00000 
0.49529 -3120.66000 1655.37000 -72.83522 3533.28000 256522.00000 67350.70000 -230087.00000 351112.00000 
0.50164 -3183.60000 1704.47000 -75.50220 3611.95000 264285.00000 69324.40000 -236920.00000 361640.00000 
0.50799 -3183.60000 1704.46000 -75.50690 3611.95000 264286.00000 69324.00000 -236920.00000 361640.00000 
0.51434 -3120.66000 1655.36000 -72.84910 3533.28000 256523.00000 67349.40000 -230085.00000 351112.00000 
0.52069 -3071.04000 1616.71000 -70.76180 3471.32000 250389.00000 65787.80000 -224681.00000 342789.00000 
0.52704 -3017.75000 1575.30000 -68.53140 3404.86000 243781.00000 64104.40000 -218854.00000 333820.00000 
0.53339 -2965.47000 1534.81000 -66.36550 3339.77000 237277.00000 62444.60000 -213106.00000 324983.00000 
0.53974 -2912.36000 1493.82000 -64.19487 3273.75000 230646.00000 60749.20000 -207228.00000 315961.00000 
0.54609 -2861.12000 1454.45000 -62.15190 3210.19000 224230.00000 59103.20000 -201507.00000 307209.00000 
0.55244 -2802.82000 1409.74000 -59.86670 3137.96000 216932.00000 57226.30000 -194968.00000 297232.00000 
0.55879 -2779.17000 1392.35000 -59.09170 3109.00000 213852.00000 56417.10000 -192118.00000 292959.00000 
0.56514 -2783.37000 1396.98000 -59.55170 3114.84000 214147.00000 56459.80000 -192202.00000 293238.00000 
0.57149 -2781.25000 1396.89000 -59.80890 3112.91000 213631.00000 56289.20000 -191524.00000 292384.00000 
0.57784 -2780.67000 1398.24000 -60.18240 3113.01000 213252.00000 56147.90000 -190932.00000 291692.00000 
0.58419 -2779.55000 1399.36000 -60.59090 3112.52000 212761.00000 55971.80000 -190197.00000 290818.00000 
0.59054 -2778.47000 1400.69000 -61.05550 3112.16000 212223.00000 55777.90000 -189378.00000 289851.00000 
0.59689 -2777.28000 1402.09000 -61.57140 3111.74000 211619.00000 55561.90000 -188455.00000 288764.00000 
0.60324 -2776.04000 1403.57000 -62.14050 3111.32000 210955.00000 55324.90000 -187430.00000 287564.00000 
0.60959 -2774.76000 1405.12000 -62.76320 3110.88000 210228.00000 55066.60000 -186300.00000 286244.00000 
0.61594 -2773.45000 1406.72000 -63.44010 3110.45000 209438.00000 54787.20000 -185062.00000 284805.00000 
0.62229 -2772.13000 1408.33000 -64.17210 3110.02000 208583.00000 54486.60000 -183712.00000 283242.00000 
0.62864 -2770.83000 1409.96000 -64.95990 3109.61000 207664.00000 54164.70000 -182248.00000 281554.00000 
0.63499 -2769.55000 1411.56000 -65.80468 3109.22000 206679.00000 53821.70000 -180665.00000 279737.00000 
0.64134 -2768.33000 1413.11000 -66.70740 3108.86000 205626.00000 53457.20000 -178961.00000 277789.00000 
0.64769 -2767.17000 1414.60000 -67.66910 3108.52000 204505.00000 53071.40000 -177132.00000 275707.00000 
0.65404 -2766.10000 1415.98000 -68.69133 3108.22000 203312.00000 52663.80000 -175174.00000 273487.00000 
0.66039 -2765.15000 1417.23000 -69.77540 3107.97000 202047.00000 52234.40000 -173083.00000 271126.00000 
0.66674 -2764.32000 1418.31000 -70.92270 3107.75000 200706.00000 51782.80000 -170857.00000 268620.00000 
0.67309 -2763.66000 1419.21000 -72.13590 3107.60000 199290.00000 51309.10000 -168492.00000 265967.00000 
0.67944 -2763.12000 1419.84000 -73.41310 3107.43000 197787.00000 50811.10000 -165980.00000 263156.00000 
0.68579 -2762.99000 1420.30000 -74.76920 3107.57000 196221.00000 50294.70000 -163335.00000 260213.00000 
0.69214 -2762.35000 1420.04000 -76.16470 3106.91000 194501.00000 49738.00000 -160493.00000 257027.00000 
0.69849 -2764.40000 1420.94000 -77.73170 3109.18000 192910.00000 49211.80000 -157669.00000 253960.00000 
0.70484 -2758.81000 1415.90000 -79.09190 3101.94000 190519.00000 48480.20000 -154083.00000 249779.00000 
0.71119 -2791.06000 1443.91000 -81.47560 3143.49000 191341.00000 48613.20000 -153931.00000 250338.00000 
0.71754 -2839.99000 1484.81000 -84.24971 3205.82000 193158.00000 49018.10000 -154893.00000 252398.00000 
0.72389 -2884.00000 1521.47000 -86.71080 3261.88000 194026.00000 49187.60000 -155141.00000 253247.00000 
0.73024 -2927.33000 1557.94000 -88.93943 3317.28000 194308.00000 49219.80000 -155115.00000 253454.00000 
0.73659 -2968.98000 1593.06000 -90.90940 3370.60000 193910.00000 49087.70000 -154717.00000 252879.00000 
0.74294 -3009.00000 1627.04000 -92.60180 3421.97000 192836.00000 48792.00000 -153986.00000 251551.00000 
0.74929 -3047.27000 1659.75000 -94.00510 3471.23000 191079.00000 48329.30000 -152932.00000 249470.00000 
0.75564 -3083.71000 1691.18000 -95.10710 3518.29000 188640.00000 47698.90000 -151578.00000 246650.00000 
0.76199 -3118.25000 1721.27000 -95.89920 3563.07000 185526.00000 46901.00000 -149947.00000 243112.00000 
0.76834 -3150.85000 1750.03000 -96.37550 3605.52000 181753.00000 45938.10000 -148064.00000 238888.00000 
0.77469 -3181.44000 1777.46000 -96.53150 3645.58000 177342.00000 44813.70000 -145958.00000 234013.00000 
0.78104 -3210.14000 1803.61000 -96.37100 3683.38000 172326.00000 43535.10000 -143664.00000 228540.00000 
0.78739 -3236.59000 1828.41000 -95.88460 3718.57000 166725.00000 42105.90000 -141204.00000 222505.00000 
0.79374 -3262.01000 1852.38000 -95.11544 3752.47000 160637.00000 40549.60000 -138650.00000 216038.00000 
0.80009 -3282.79000 1874.00000 -93.97160 3781.19000 153958.00000 38838.90000 -135919.00000 209011.00000 
0.80644 -3310.12000 1899.09000 -92.72530 3817.34000 147183.00000 37098.80000 -133459.00000 202115.00000 
0.81279 -3302.62000 1889.76000 -91.28630 3806.16000 139269.00000 35025.80000 -128688.00000 192830.00000 
0.81914 -3282.48000 1872.31000 -89.64440 3779.98000 131110.00000 32884.00000 -123571.00000 183142.00000 
0.82549 -3264.98000 1856.84000 -88.05439 3757.08000 123237.00000 30813.30000 -118800.00000 173926.00000 
0.83184 -3247.45000 1840.94000 -86.50920 3733.97000 115592.00000 28797.70000 -114211.00000 165030.00000 
0.83819 -3230.33000 1825.31000 -84.99750 3711.34000 108184.00000 26841.00000 -109845.00000 156493.00000 
0.84454 -3213.63000 1809.85000 -83.52800 3689.17000 101027.00000 24946.80000 -105689.00000 148321.00000 
0.85089 -3197.36000 1794.66000 -82.09930 3667.51000 94126.40000 23117.40000 -101746.00000 140522.00000 
0.85724 -3181.57000 1779.78000 -80.71420 3646.44000 87491.80000 21355.60000 -98012.70000 133107.00000 
0.86359 -3166.29000 1765.28000 -79.37400 3626.00000 81130.50000 19663.70000 -94487.20000 126082.00000 
0.86994 -3151.55000 1751.19000 -78.08062 3606.25000 75050.10000 18044.30000 -91166.90000 119455.00000 
0.87629 -3137.39000 1737.58000 -76.83590 3587.24000 69257.50000 16499.60000 -88049.40000 113232.00000 
0.88264 -3123.83000 1724.49000 -75.64180 3569.02000 63759.50000 15031.70000 -85131.50000 107418.00000 
0.88899 -3110.90000 1711.96000 -74.50030 3551.63000 58562.40000 13642.70000 -82410.40000 102015.00000 
0.89534 -3098.64000 1700.04000 -73.41360 3535.13000 53672.10000 12334.30000 -79882.90000 97026.30000 
0.90169 -3087.08000 1688.76000 -72.38385 3519.55000 49094.30000 11108.50000 -77545.90000 92450.10000 
0.90804 -3076.24000 1678.16000 -71.41320 3504.94000 44834.10000 9966.92000 -75396.40000 88283.90000 
0.91439 -3066.16000 1668.27000 -70.50380 3491.34000 40896.20000 8910.96000 -73431.20000 84522.50000 
0.92074 -3056.85000 1659.14000 -69.65790 3478.78000 37285.00000 7942.09000 -71647.50000 81158.00000 
0.92709 -3048.34000 1650.77000 -68.87780 3467.30000 34004.50000 7061.56000 -70042.40000 78180.00000 
0.93344 -3040.67000 1643.21000 -68.16590 3456.95000 31058.30000 6270.51000 -68613.50000 75576.10000 
0.93979 -3033.81000 1636.45000 -67.52360 3447.68000 28449.90000 5570.08000 -67357.10000 73330.80000 
0.94614 -3027.97000 1630.63000 -66.95417 3439.77000 26180.40000 4960.60000 -66275.70000 71431.70000 
0.95249 -3022.46000 1625.34000 -66.45870 3432.40000 24261.50000 4445.61000 -65350.30000 69850.20000 
0.95884 -3019.77000 1622.15000 -66.03320 3428.52000 22653.00000 4013.61000 -64641.30000 68613.20000 
0.96519 -2988.78000 1588.36000 -66.71870 3385.28000 23008.60000 4108.63000 -62849.40000 67054.70000 
0.97154 -2956.48000 1554.00000 -67.51070 3340.69000 23762.50000 4312.10000 -61162.70000 65758.10000 
0.97789 -2925.70000 1520.77000 -68.38240 3298.05000 24798.50000 4591.56000 -59625.40000 64739.80000 
0.98424 -2895.48000 1488.04000 -69.31500 3256.21000 26068.20000 4934.10000 -58191.60000 63954.40000 
0.99059 -2865.83000 1455.80000 -70.28970 3215.17000 27510.20000 5322.98000 -56841.50000 63372.70000 
0.99694 -2836.55000 1423.89000 -71.29310 3174.68000 29074.10000 5744.58000 -55550.80000 62961.80000 
1.00329 -2807.54000 1392.21000 -72.31480 3134.60000 30714.00000 6186.40000 -54298.30000 62689.10000 
1.00964 -2778.69000 1360.62000 -73.34890 3094.80000 32390.10000 6637.72000 -53064.30000 62522.00000 
