Time(s) Force[Z](Cylindrical:11)-BalanceoCaso1.iaa(N) Force[Y](Cylindrical:11)-BalanceoCaso1.iaa(N) Force[X](Cylindrical:11)-BalanceoCaso1.iaa(N) Force(Cylindrical:11)-BalanceoCaso1.iaa(N) Moment[Z](Cylindrical:11)-BalanceoCaso1.iaa(N.mm) Moment[Y](Cylindrical:11)-BalanceoCaso1.iaa(N.mm) Moment[X](Cylindrical:11)-BalanceoCaso1.iaa(N.mm) Moment(Cylindrical:11)-BalanceoCaso1.iaa(N.mm) 
0.66444 3020.64000 351.26600 373.79500 3063.88000 -213988.00000 15705.00000 -13699.40000 215000.00000 
0.67354 3042.58000 350.21200 319.37100 3079.28000 -186872.00000 13439.30000 -13658.30000 187852.00000 
0.68264 3065.66000 349.17600 262.91000 3096.66000 -158736.00000 11089.00000 -13617.90000 159705.00000 
0.69175 3088.64000 348.19300 207.28300 3115.11000 -131012.00000 8773.55000 -13579.50000 132006.00000 
0.70085 3112.24000 347.22900 150.50500 3135.17000 -102706.00000 6410.20000 -13541.90000 103793.00000 
0.70995 3134.31000 346.35900 97.59180 3154.89000 -76322.60000 4207.73000 -13508.00000 77622.90000 
0.71905 3162.33000 345.27000 30.43010 3181.27000 -42818.00000 1412.10000 -13465.50000 44907.60000 
0.72815 3162.33000 345.32100 30.41400 3181.27000 -42840.50000 1411.59000 -13467.50000 44929.70000 
0.73725 3134.29000 346.51300 97.54420 3154.89000 -76390.20000 4206.22000 -13514.00000 77690.30000 
0.74636 3112.21000 347.48600 150.42800 3135.16000 -102818.00000 6407.78000 -13551.90000 103905.00000 
0.75546 3088.60000 348.55100 207.18000 3115.10000 -131168.00000 8770.37000 -13593.50000 132162.00000 
0.76456 3065.60000 349.63000 262.78700 3096.65000 -158934.00000 11085.30000 -13635.60000 159903.00000 
0.77366 3042.52000 350.75900 319.23400 3079.26000 -187110.00000 13435.20000 -13679.60000 188090.00000 
0.78276 3020.57000 351.89700 373.65300 3063.87000 -214263.00000 15700.90000 -13724.00000 215275.00000 
0.79187 2996.11000 353.19200 435.60800 3048.14000 -245179.00000 18280.40000 -13774.50000 246245.00000 
0.80097 2987.81000 353.86600 460.44800 3043.73000 -257536.00000 19315.00000 -13800.80000 258628.00000 
0.81007 2992.11000 354.07600 455.41700 3047.21000 -254929.00000 19105.90000 -13809.00000 256016.00000 
0.81917 2994.00000 354.44400 457.07251 3049.36000 -255640.00000 19175.30000 -13823.30000 256730.00000 
0.82827 2997.10000 354.80200 456.97200 3052.43000 -255444.00000 19171.60000 -13837.30000 256535.00000 
0.83737 3000.40000 355.19300 457.37500 3055.77000 -255470.00000 19188.80000 -13852.50000 256564.00000 
0.84648 3004.17000 355.59494 457.66800 3059.57000 -255410.00000 19201.40000 -13868.20000 256506.00000 
0.85558 3008.34000 356.00600 458.00824 3063.76000 -255342.00000 19216.00000 -13884.20000 256440.00000 
0.86468 3012.93000 356.41700 458.34800 3068.36000 -255238.00000 19230.50000 -13900.30000 256339.00000 
0.87378 3017.92000 356.82200 458.69200 3073.37000 -255102.00000 19245.20000 -13916.00000 256205.00000 
0.88289 3023.33000 357.21200 459.03300 3078.77000 -254927.00000 19259.70000 -13931.30000 256033.00000 
0.89199 3029.13000 357.58200 459.36557 3084.56000 -254708.00000 19273.80000 -13945.70000 255816.00000 
0.90109 3035.34000 357.92100 459.68600 3090.74000 -254440.00000 19287.30000 -13958.90000 255552.00000 
0.91019 3041.93000 358.22100 459.98800 3097.30000 -254120.00000 19299.80000 -13970.60000 255235.00000 
0.91929 3048.92000 358.47400 460.26828 3104.23000 -253742.00000 19311.40000 -13980.50000 254859.00000 
0.92839 3056.28000 358.66900 460.52200 3111.52000 -253300.00000 19321.60000 -13988.10000 254421.00000 
0.93750 3064.01000 358.79600 460.74400 3119.16000 -252791.00000 19330.40000 -13993.10000 253915.00000 
0.94660 3072.10000 358.84400 460.92900 3127.14000 -252207.00000 19337.40000 -13994.90000 253334.00000 
0.95570 3080.54000 358.80300 461.07500 3135.45000 -251546.00000 19342.50000 -13993.30000 252676.00000 
0.96480 3089.30000 358.66100 461.16400 3144.06000 -250795.00000 19344.90000 -13987.80000 251928.00000 
0.97390 3098.41000 358.40400 461.23645 3152.99000 -249973.00000 19346.50000 -13977.80000 251110.00000 
0.98301 3107.77000 358.02900 461.10553 3162.13000 -248980.00000 19339.10000 -13963.10000 250120.00000 
0.99211 3117.54000 357.50300 461.44200 3171.72000 -248162.00000 19351.00000 -13942.60000 249306.00000 
1.00121 3127.36000 356.87100 459.69700 3181.05000 -246199.00000 19275.50000 -13918.00000 247345.00000 
1.01031 3137.45000 356.01800 465.36500 3191.70000 -248001.00000 19509.60000 -13884.70000 249154.00000 
1.01941 3156.02000 354.58400 423.29000 3203.96000 -225015.00000 17745.60000 -13828.80000 226137.00000 
1.02851 3173.67000 353.31400 361.98300 3213.73000 -191931.00000 15175.30000 -13779.30000 193022.00000 
1.03762 3188.12000 352.28400 305.20500 3222.01000 -161062.00000 12792.90000 -13739.10000 162152.00000 
1.04672 3200.37000 351.44400 247.01300 3229.07000 -129346.00000 10349.90000 -13706.30000 130481.00000 
1.05582 3209.83000 350.85700 189.03006 3234.47000 -97644.30000 7914.21000 -13683.40000 98915.50000 
1.06492 3216.54000 350.52800 130.85500 3238.23000 -65767.90000 5469.24000 -13670.60000 67396.00000 
1.07402 3220.39000 350.47900 72.63240 3240.22000 -33814.10000 3021.19000 -13668.70000 36597.20000 
1.08313 3221.34000 350.71800 14.36430 3240.40000 -1806.03000 570.29900 -13678.00000 13808.50000 
1.09223 3219.36000 351.25000 -43.90660 3238.76000 30211.20000 -1881.48000 -13698.80000 33225.20000 
1.10133 3214.46000 352.07600 -102.15126 3235.30000 62199.50000 -4332.75000 -13731.00000 63844.30000 
1.11043 3206.70000 353.18700 -160.32400 3230.07000 94112.70000 -6781.41000 -13774.30000 95356.80000 
1.11953 3196.10000 354.57400 -218.43486 3223.12000 125934.00000 -9227.66000 -13828.40000 127026.00000 
1.12864 3182.88000 356.20600 -276.29900 3214.64000 157546.00000 -11663.60000 -13892.00000 158586.00000 
1.13774 3166.78000 358.10100 -334.46300 3204.47000 189213.00000 -14112.00000 -13965.90000 190252.00000 
1.14684 3149.12000 360.10556 -390.76500 3193.64000 219799.00000 -16482.00000 -14044.10000 220863.00000 
1.15594 3126.61000 362.57200 -453.15600 3180.02000 253403.00000 -19106.80000 -14140.30000 254516.00000 
1.16504 3111.35000 364.01900 -462.82400 3166.57000 259577.00000 -19520.40000 -14196.70000 260697.00000 
1.17415 3100.45000 364.86300 -460.58500 3155.64000 259513.00000 -19434.10000 -14229.70000 260629.00000 
1.18325 3089.14000 365.63623 -461.30300 3144.72000 260899.00000 -19471.20000 -14259.80000 262012.00000 
1.19235 3078.27000 366.25100 -461.13600 3134.09000 261751.00000 -19470.60000 -14283.80000 262863.00000 
1.20145 3067.75000 366.73100 -461.12085 3123.81000 262609.00000 -19475.90000 -14302.50000 263718.00000 
1.21055 3057.60000 367.08400 -460.98900 3113.86000 263337.00000 -19475.80000 -14316.30000 264444.00000 
1.21965 3047.83000 367.32016 -460.82000 3104.28000 263981.00000 -19473.60000 -14325.50000 265085.00000 
1.22876 3038.46000 367.44900 -460.60200 3095.06000 264536.00000 -19469.00000 -14330.50000 265639.00000 
1.23786 3029.49000 367.48100 -460.34800 3086.23000 265014.00000 -19462.30000 -14331.80000 266113.00000 
1.24696 3020.95000 367.42600 -460.06200 3077.79000 265419.00000 -19454.00000 -14329.60000 266516.00000 
1.25606 3012.83000 367.29700 -459.75100 3069.76000 265758.00000 -19444.20000 -14324.60000 266853.00000 
1.26516 3005.16000 367.10300 -459.42100 3062.15000 266039.00000 -19433.30000 -14317.00000 267132.00000 
1.27427 2997.92000 366.85500 -459.07900 3054.97000 266268.00000 -19421.50000 -14307.40000 267358.00000 
1.28337 2991.13000 366.56400 -458.73000 3048.23000 266450.00000 -19409.20000 -14296.00000 267538.00000 
1.29247 2984.80000 366.24100 -458.38000 3041.92000 266591.00000 -19396.60000 -14283.40000 267677.00000 
1.30157 2978.93000 365.89600 -458.03400 3036.06000 266698.00000 -19383.80000 -14270.00000 267782.00000 
1.31067 2973.51000 365.53900 -457.69700 3030.66000 266776.00000 -19371.30000 -14256.00000 267858.00000 
1.31978 2968.56000 365.17800 -457.37400 3025.71000 266830.00000 -19359.10000 -14242.00000 267910.00000 
1.32888 2964.08000 364.82300 -457.06662 3021.22000 266862.00000 -19347.30000 -14228.10000 267940.00000 
1.33798 2960.06000 364.48300 -456.79100 3017.19000 266884.00000 -19336.70000 -14214.80000 267961.00000 
1.34708 2956.53000 364.16300 -456.50100 3013.65000 266875.00000 -19325.40000 -14202.30000 267951.00000 
1.35618 2953.39000 363.87700 -456.38800 3010.51000 266933.00000 -19321.30000 -14191.20000 268007.00000 
1.36529 2951.02000 363.60300 -455.75200 3008.06000 266708.00000 -19295.30000 -14180.50000 267781.00000 
1.37439 2948.01000 363.45000 -457.21300 3005.32000 267514.00000 -19356.80000 -14174.60000 268587.00000 
1.38349 2969.44000 361.66800 -403.12700 3018.42000 240481.00000 -17093.40000 -14105.00000 241500.00000 
1.39259 2992.81000 359.82300 -346.66000 3034.23000 212261.00000 -14730.20000 -14033.10000 213234.00000 
1.40169 3016.27000 358.04400 -290.88800 3051.34000 184388.00000 -12396.20000 -13963.70000 185331.00000 
1.41079 3040.13000 356.29500 -234.97200 3069.94000 156437.00000 -10056.00000 -13895.50000 157374.00000 
1.41990 3064.17000 354.58000 -179.12200 3089.82000 128511.00000 -7718.62000 -13828.60000 129483.00000 
1.42900 3088.35000 352.89200 -123.26900 3110.89000 100577.00000 -5381.05000 -13762.80000 101657.00000 
1.43810 3112.57000 351.22400 -67.42330 3133.05000 72639.70000 -3043.75000 -13697.80000 73982.60000 
1.44720 3136.80000 349.56800 -11.57780 3156.24000 44698.30000 -706.43500 -13633.10000 46736.50000 
