Time(s) Force[Z](Cylindrical:11)-CabeceoCaso3.iaa(N) Force[Y](Cylindrical:11)-CabeceoCaso3.iaa(N) Force[X](Cylindrical:11)-CabeceoCaso3.iaa(N) Force(Cylindrical:11)-CabeceoCaso3.iaa(N) Moment[Z](Cylindrical:11)-CabeceoCaso3.iaa(N.mm) Moment[Y](Cylindrical:11)-CabeceoCaso3.iaa(N.mm) Moment[X](Cylindrical:11)-CabeceoCaso3.iaa(N.mm) Moment(Cylindrical:11)-CabeceoCaso3.iaa(N.mm) 
0.27577 -5511.36000 1764.55000 -119.55600 5788.18000 334737.00000 67210.90000 -245273.00000 420386.00000 
0.29109 -5364.32000 1725.95000 -116.18700 5636.34000 325483.00000 62984.10000 -239908.00000 409221.00000 
0.30642 -5208.36000 1685.25000 -112.66400 5475.38000 315894.00000 58685.40000 -234249.00000 397625.00000 
0.32174 -5043.66000 1642.51000 -108.99800 5305.49000 306019.00000 54346.90000 -228309.00000 385651.00000 
0.33706 -4870.38000 1597.84000 -105.19886 5126.87000 295904.00000 49999.50000 -222100.00000 373346.00000 
0.35238 -4688.67000 1551.32000 -101.27900 4939.68000 285594.00000 45672.90000 -215633.00000 360760.00000 
0.36770 -4498.68000 1503.02000 -97.24790 4744.11000 275136.00000 41395.50000 -208920.00000 347938.00000 
0.38302 -4300.53000 1453.04000 -93.11590 4540.33000 264572.00000 37193.80000 -201973.00000 334925.00000 
0.39834 -4094.32000 1401.45000 -88.89140 4328.45000 253944.00000 33092.40000 -194801.00000 321761.00000 
0.41366 -3880.28000 1348.33000 -84.58500 4108.74000 243297.00000 29114.60000 -187418.00000 308490.00000 
0.42898 -3657.96000 1293.72000 -80.19560 3880.82000 232653.00000 25279.40000 -179826.00000 295134.00000 
0.44430 -3429.43000 1237.83000 -75.76260 3646.78000 222110.00000 21610.20000 -172059.00000 281787.00000 
0.45962 -3187.18000 1180.15000 -71.17120 3399.40000 211482.00000 18108.80000 -164041.00000 268257.00000 
0.47494 -2959.49000 1122.94000 -66.86970 3166.08000 201605.00000 14830.50000 -156088.00000 255398.00000 
0.49027 -2637.41000 1057.81000 -61.18170 2842.29000 189501.00000 11675.40000 -147035.00000 240138.00000 
0.50559 -1920.20000 962.31500 -49.80540 2148.42000 167605.00000 8645.54000 -133762.00000 214612.00000 
0.52091 -1239.48000 870.33600 -39.54850 1515.05000 148067.00000 6188.19000 -120977.00000 191305.00000 
0.53623 -537.45100 777.45500 -29.52000 945.60100 129315.00000 4255.57000 -108066.00000 168579.00000 
0.55155 169.80900 684.89900 -19.95730 705.91700 111745.00000 2824.67000 -95200.90000 146827.00000 
0.56687 886.05200 592.34800 -10.79290 1065.87000 95219.60000 1867.19000 -82336.40000 125895.00000 
0.58219 1609.69000 499.85907 -2.03374 1685.52000 79725.70000 1349.94000 -69480.40000 105762.00000 
0.59751 2340.54000 407.35900 6.33720 2375.74000 65205.10000 1239.25000 -56622.80000 86367.70000 
0.61283 3077.98000 314.79300 14.33390 3094.07000 51602.60000 1500.73000 -43756.20000 67673.40000 
0.62815 3821.43000 222.09700 21.97390 3827.95000 38855.60000 2100.72000 -30871.50000 49671.10000 
0.64347 4570.15000 129.21900 29.27440 4572.07000 26901.50000 3006.63000 -17961.40000 32486.10000 
0.65879 5323.58000 36.09940 36.25730 5323.82000 15670.40000 4188.32000 -5017.81000 16978.90000 
0.67412 6079.95000 -57.21740 42.93180 6080.37000 5114.23000 5614.62000 7953.22000 10997.00000 
0.68944 6841.50000 -150.96000 49.35540 6843.34000 -4891.07000 7268.56000 20983.50000 22739.00000 
0.70476 7594.84000 -244.17600 55.40840 7598.97000 -14185.10000 9086.50000 33940.50000 37891.10000 
0.72008 8384.61000 -340.18808 61.62700 8391.73000 -23636.00000 11200.40000 47286.10000 54037.80000 
0.73540 9024.74000 -425.03200 65.98830 9034.98000 -30128.10000 12935.10000 59079.50000 67567.80000 
0.75072 9288.16000 -481.28000 66.24380 9300.86000 -30216.00000 13374.70000 66897.90000 74613.80000 
0.76604 9601.46000 -540.85000 67.20740 9616.91000 -31294.30000 14050.70000 75178.10000 82634.80000 
0.78136 9889.96000 -598.02800 68.04580 9908.25000 -32102.80000 14678.50000 83125.80000 90310.30000 
0.79668 10173.50000 -654.25500 68.97020 10194.80000 -32962.70000 15332.40000 90941.50000 97938.60000 
0.81200 10446.50000 -709.02800 69.91275 10470.70000 -33779.80000 15986.00000 98554.90000 105402.00000 
0.82732 10710.10000 -762.36600 70.87820 10737.40000 -34570.50000 16640.70000 105969.00000 112701.00000 
0.84264 10963.60000 -814.14563 71.85060 10994.10000 -35323.40000 17289.80000 113166.00000 119805.00000 
0.85796 11207.10000 -864.27900 72.81870 11240.60000 -36036.00000 17928.90000 120135.00000 126698.00000 
0.87328 11440.20000 -912.66500 73.76970 11476.70000 -36705.30000 18553.20000 126860.00000 133361.00000 
0.88861 11662.60000 -959.20600 74.69220 11702.20000 -37329.80000 19158.50000 133330.00000 139776.00000 
0.90393 11874.20000 -1003.80000 75.57630 11916.70000 -37909.40000 19741.10000 139528.00000 145928.00000 
0.91925 12074.70000 -1046.35000 76.41400 12120.10000 -38444.70000 20298.00000 145443.00000 151801.00000 
0.93457 12263.90000 -1086.76000 77.19950 12312.20000 -38936.90000 20826.50000 151060.00000 157381.00000 
0.94989 12441.60000 -1124.93000 77.92910 12492.50000 -39387.20000 21324.80000 156366.00000 162654.00000 
0.96521 12607.50000 -1160.78000 78.60090 12661.10000 -39797.00000 21791.10000 161348.00000 167606.00000 
0.98053 12761.60000 -1194.21000 79.21490 12817.60000 -40167.10000 22224.10000 165995.00000 172226.00000 
0.99585 12903.60000 -1225.14000 79.77230 12961.90000 -40498.60000 22622.80000 170295.00000 176500.00000 
1.01117 13033.30000 -1253.50000 80.27460 13093.70000 -40790.70000 22985.90000 174236.00000 180417.00000 
1.02649 13150.80000 -1279.23000 80.72840 13213.10000 -41048.40000 23314.50000 177813.00000 183973.00000 
1.04181 13254.70000 -1302.16000 81.12560 13318.70000 -41255.00000 23601.50000 181001.00000 187137.00000 
1.05713 13349.90000 -1322.69000 81.51700 13415.50000 -41475.80000 23872.70000 183854.00000 189980.00000 
1.07245 13416.90000 -1339.06000 81.73597 13483.80000 -41474.10000 24032.20000 186130.00000 192203.00000 
1.08778 13528.20000 -1357.61000 82.42750 13596.40000 -42138.80000 24441.30000 188708.00000 194894.00000 
1.10310 13368.70000 -1350.59000 80.81770 13437.00000 -39639.40000 23530.50000 187732.00000 193309.00000 
1.11842 12875.70000 -1312.44000 76.37550 12942.60000 -33242.80000 20982.10000 182429.00000 186617.00000 
1.13374 12435.80000 -1277.43000 72.49570 12501.40000 -27627.90000 18724.70000 177563.00000 180673.00000 
1.14906 11968.60000 -1238.76000 68.44420 12032.70000 -21794.80000 16353.60000 172187.00000 174330.00000 
1.16438 11500.80000 -1199.05000 64.43309 11563.30000 -16045.00000 14000.10000 166668.00000 168022.00000 
1.17970 11017.20000 -1157.23000 60.30070 11078.00000 -10183.10000 11586.00000 160855.00000 161593.00000 
1.19502 10563.00000 -1117.49000 56.42370 10622.10000 -4713.40000 9326.62000 155331.00000 155682.00000 
1.21034 9983.21000 -1066.35000 51.43330 10040.10000 2243.32000 6442.98000 148223.00000 148380.00000 
1.22566 9983.19000 -1066.43000 51.50890 10040.10000 2201.47000 6466.66000 148234.00000 148391.00000 
1.24098 10563.00000 -1117.73000 56.64674 10622.10000 -4835.38000 9396.02000 155364.00000 155723.00000 
1.25630 11017.20000 -1157.60000 60.66010 11078.00000 -10376.70000 11696.80000 160907.00000 161665.00000 
1.27163 11500.70000 -1199.54000 64.91620 11563.30000 -16303.20000 14148.40000 166736.00000 168128.00000 
1.28695 11968.50000 -1239.31000 69.03160 12032.60000 -22087.40000 16527.10000 172264.00000 174458.00000 
1.30227 12435.70000 -1278.00000 73.15720 12501.40000 -27934.00000 18912.40000 177641.00000 180816.00000 
1.31759 12875.60000 -1312.98000 77.07730 12942.60000 -33542.90000 21173.20000 182504.00000 186765.00000 
1.33291 13368.60000 -1351.08000 81.52490 13436.90000 -39917.10000 23715.00000 187800.00000 193454.00000 
1.34823 13528.10000 -1358.03000 83.10810 13596.40000 -42381.90000 24610.90000 188766.00000 195025.00000 
1.36355 13416.80000 -1339.41000 82.36260 13483.80000 -41674.60000 24180.50000 186178.00000 192312.00000 
1.37887 13349.80000 -1322.97000 82.06820 13415.40000 -41629.20000 23995.70000 183892.00000 190066.00000 
1.39419 13254.60000 -1302.39000 81.58750 13318.60000 -41359.70000 23697.00000 181032.00000 187202.00000 
1.40951 13150.70000 -1279.41000 81.09465 13213.00000 -41104.50000 23381.90000 177838.00000 184018.00000 
1.42483 13033.20000 -1253.65000 80.54610 13093.60000 -40799.60000 23026.20000 174258.00000 180446.00000 
1.44015 12903.50000 -1225.30000 79.95652 12961.70000 -40462.30000 22638.10000 170316.00000 176514.00000 
1.45547 12761.40000 -1194.38000 79.32530 12817.40000 -40087.80000 22217.30000 166019.00000 172229.00000 
1.47080 12607.30000 -1160.98000 78.65610 12660.80000 -39677.20000 21766.00000 161376.00000 167602.00000 
1.48612 12441.20000 -1125.18000 77.95150 12492.20000 -39230.20000 21286.10000 156400.00000 162644.00000 
1.50144 12263.40000 -1087.05000 77.21489 12311.80000 -38747.10000 20779.50000 151100.00000 157367.00000 
1.51676 12074.20000 -1046.70000 76.44940 12119.70000 -38228.20000 20248.40000 145491.00000 151786.00000 
1.53208 11873.60000 -1004.19000 75.65850 11916.20000 -37673.90000 19695.20000 139583.00000 145913.00000 
1.54740 11662.00000 -959.63200 74.84570 11701.70000 -37085.20000 19122.30000 133389.00000 139763.00000 
1.56272 11439.60000 -913.11200 74.01440 11476.20000 -36463.20000 18532.50000 126923.00000 133350.00000 
1.57804 11206.50000 -864.72500 73.16800 11240.10000 -35809.30000 17928.30000 120197.00000 126692.00000 
1.59336 10963.10000 -814.56700 72.30970 10993.60000 -35125.20000 17312.60000 113225.00000 119806.00000 
1.60868 10709.60000 -762.73800 71.44300 10737.00000 -34413.20000 16688.30000 106021.00000 112708.00000 
1.62400 10446.10000 -709.32600 70.57029 10470.40000 -33674.00000 16057.80000 98596.30000 105418.00000 
1.63932 10173.30000 -654.46000 69.69930 10194.50000 -32916.40000 15425.60000 90969.90000 97964.10000 
1.65464 9889.84000 -598.12300 68.81900 9908.15000 -32120.30000 14788.80000 83139.10000 90346.80000 
1.66997 9601.48000 -540.82900 67.99320 9616.94000 -31376.20000 14172.30000 75175.20000 82683.90000 
1.68529 9288.31000 -481.14100 67.00930 9301.00000 -30358.70000 13500.70000 66878.70000 74677.20000 
1.70061 9025.00000 -424.78400 66.70210 9035.24000 -30324.50000 13058.90000 59045.00000 67649.20000 
1.71593 8384.97000 -339.84433 62.26190 8392.08000 -23875.80000 11315.40000 47238.40000 54125.40000 
1.73125 7595.27000 -243.75700 55.94384 7599.39000 -14456.10000 9187.38000 33882.20000 37965.60000 
1.74657 6841.98000 -150.48800 49.77800 6843.81000 -5180.38000 7351.45000 20917.80000 22769.20000 
1.76189 6080.45000 -56.71660 43.23660 6080.86000 4819.41000 5677.33000 7883.61000 10844.80000 
1.77721 5324.07000 36.60440 36.44680 5324.32000 15381.70000 4230.35000 -5088.01000 16744.60000 
1.79253 4570.63000 129.70600 29.35790 4572.56000 26628.40000 3029.03000 -18029.20000 32300.10000 
1.80785 3821.87000 222.54900 21.96610 3828.41000 38605.40000 2105.78000 -30934.30000 49515.00000 
1.82317 3078.37000 315.19500 14.25310 3094.50000 51379.70000 1491.62000 -43812.10000 67539.60000 
1.83849 2340.88000 407.70100 6.20360 2376.13000 65011.70000 1219.62000 -56670.40000 86252.80000 
1.85381 1609.97000 500.13739 -2.19949 1685.87000 79561.70000 1323.54000 -69519.10000 105663.00000 
1.86914 886.28100 592.56200 -10.97090 1066.18000 95083.20000 1837.62000 -82366.10000 125811.00000 
1.88446 169.98900 685.05100 -20.12930 706.11322 111633.00000 2795.16000 -95222.00000 146755.00000 
1.89978 -537.31400 777.55100 -29.66960 945.60600 129225.00000 4228.92000 -108080.00000 168517.00000 
1.91510 -1239.38000 870.38500 -39.66170 1514.99000 147995.00000 6166.72000 -120984.00000 191252.00000 
1.93042 -1920.13000 962.32600 -49.87040 2148.36000 167547.00000 8631.17000 -133763.00000 214567.00000 
1.94574 -2637.36000 1057.79000 -61.18880 2842.24000 189457.00000 11669.70000 -147033.00000 240102.00000 
1.96106 -2959.47000 1122.91000 -66.81176 3166.05000 201574.00000 14834.80000 -156085.00000 255372.00000 
1.97638 -3187.18000 1180.13000 -71.04350 3399.39000 211466.00000 18124.40000 -164039.00000 268244.00000 
1.99170 -3429.45000 1237.84000 -75.56370 3646.79000 222111.00000 21638.00000 -172060.00000 281791.00000 
2.00702 -3658.00000 1293.77000 -79.92820 3880.88000 232677.00000 25320.30000 -179834.00000 295161.00000 
2.02234 -3880.35000 1348.45000 -84.25690 4108.84000 243349.00000 29169.10000 -187435.00000 308547.00000 
2.03766 -4094.42000 1401.66000 -88.51600 4328.60000 254033.00000 33160.50000 -194830.00000 321856.00000 
2.05299 -4300.67000 1453.36000 -92.71310 4540.55000 264704.00000 37274.90000 -202017.00000 335065.00000 
2.06831 -4498.85000 1503.46000 -96.84340 4744.41000 275318.00000 41488.00000 -208981.00000 348129.00000 
2.08363 -4688.89000 1551.88000 -100.90300 4940.06000 285830.00000 45774.40000 -215711.00000 361006.00000 
2.09895 -4870.64000 1598.52000 -104.88400 5127.32000 296192.00000 50106.20000 -222194.00000 373645.00000 
2.11427 -5043.96000 1643.29000 -108.77400 5306.01000 306355.00000 54454.20000 -228418.00000 385996.00000 
2.12959 -5208.69000 1686.09000 -112.55600 5475.95000 316267.00000 58788.10000 -234367.00000 398006.00000 
2.14491 -5364.66000 1726.83000 -116.21000 5636.94000 325878.00000 63076.90000 -240030.00000 409621.00000 
2.16023 -5511.71000 1765.44000 -119.71600 5788.79000 335144.00000 67290.60000 -245396.00000 420795.00000 
2.17555 -5649.65000 1801.78000 -123.04600 5931.28000 344004.00000 71394.80000 -250448.00000 431463.00000 
2.19087 -5778.30000 1835.81000 -126.17800 6064.22000 352420.00000 75359.90000 -255177.00000 441582.00000 
2.20619 -5897.48000 1867.44000 -129.09100 6187.43000 360348.00000 79154.90000 -259575.00000 451105.00000 
2.22151 -6007.04000 1896.62000 -131.77000 6300.72000 367750.00000 82749.40000 -263630.00000 459987.00000 
2.23683 -6106.77000 1923.27000 -134.20600 6403.88000 374587.00000 86113.10000 -267334.00000 468186.00000 
2.25216 -6196.62000 1947.34000 -136.39300 6496.83000 380826.00000 89217.40000 -270680.00000 475663.00000 
2.26748 -6276.04000 1968.73000 -138.32100 6579.04000 386417.00000 92031.10000 -273654.00000 482363.00000 
2.28280 -6346.32000 1987.52000 -140.01593 6651.74000 391386.00000 94540.40000 -276266.00000 488307.00000 
2.29812 -6402.04000 2003.15000 -141.36900 6709.60000 395485.00000 96672.80000 -278438.00000 493236.00000 
2.31344 -6462.78000 2017.48000 -142.77900 6771.86000 399500.00000 98591.20000 -280429.00000 497957.00000 
2.32876 -6092.16000 1988.06000 -135.36800 6409.77000 385305.00000 96118.80000 -276341.00000 483801.00000 
2.34408 -5693.54000 1954.06000 -127.28700 6020.87000 369513.00000 93040.40000 -271615.00000 467943.00000 
2.35940 -5291.58000 1918.21000 -119.07600 5629.79000 353254.00000 89658.20000 -266631.00000 451574.00000 
2.37472 -4881.46000 1880.34000 -110.66600 5232.27000 336420.00000 85989.00000 -261368.00000 434610.00000 
2.39004 -4466.25000 1841.06000 -102.14200 4831.91000 319221.00000 82119.50000 -255908.00000 417294.00000 
2.40536 -4046.88000 1800.73000 -93.53810 4430.42000 301758.00000 78108.80000 -250301.00000 399762.00000 
2.42068 -3624.84000 1759.72000 -84.89150 4030.29000 284141.00000 74013.20000 -244601.00000 382157.00000 
2.43600 -3201.45000 1718.40000 -76.22860 3634.28000 266455.00000 69878.90000 -238857.00000 364601.00000 
